Rank, Book_Title, Author,Column1
928,Momo,Michael Ende,4.33 avg rating — 78 892 ratings
929,Percy Jackson and the Olympians (Percy Jackson and the Olympians  #1-3),Rick Riordan (Goodreads Author),4.54 avg rating — 44 715 ratings
930,Eclipse (The Twilight Saga  #3),Stephenie Meyer,3.72 avg rating — 1 789 270 ratings
931,Eleven Minutes,Paulo Coelho (Goodreads Author),3.71 avg rating — 175 766 ratings
932,Legendborn (Legendborn  #1),Tracy Deonn (Goodreads Author),4.36 avg rating — 126 386 ratings
933,The Short Second Life of Bree Tanner (The Twilight Saga  #3.5),Stephenie Meyer,3.51 avg rating — 219 896 ratings
934,A Bend in the Road,Nicholas Sparks (Goodreads Author),4.04 avg rating — 156 505 ratings
935,New Moon (The Twilight Saga  #2),Stephenie Meyer,3.59 avg rating — 1 902 718 ratings
936,At Grave's End (Night Huntress  #3),Jeaniene Frost (Goodreads Author),4.29 avg rating — 89 532 ratings
937,Walks Away Woman,Ki Longfellow (Goodreads Author),4.37 avg rating — 1 162 ratings
938,Forbidden,Tabitha Suzuma (Goodreads Author),3.98 avg rating — 71 655 ratings
939,Germinal,Émile Zola,4.18 avg rating — 37 289 ratings
940,Factotum,Charles Bukowski,3.93 avg rating — 69 313 ratings
941,Vicious (Villains  #1),V.E. Schwab,4.22 avg rating — 234 056 ratings
942,Birdsong,Sebastian Faulks,4.10 avg rating — 78 258 ratings
943,Lover Enshrined (Black Dagger Brotherhood  #6),J.R. Ward (Goodreads Author),4.11 avg rating — 116 971 ratings
944,Hex Hall (Hex Hall  #1),Rachel Hawkins (Goodreads Author),3.92 avg rating — 141 439 ratings
945,The Polymorph,Max Nowaz (Goodreads Author),4.29 avg rating — 5 712 ratings
946,The Devil Wears Prada (The Devil Wears Prada  #1),Lauren Weisberger,3.80 avg rating — 884 135 ratings
947,Lock and Key,Sarah Dessen (Goodreads Author),really liked it 4.00 avg rating — 149 633 ratings
948,The Summer I Turned Pretty (Summer  #1),Jenny Han (Goodreads Author),3.77 avg rating — 746 612 ratings
949,Anansi Boys,Neil Gaiman (Goodreads Author),4.04 avg rating — 221 193 ratings
950,Magician (The Riftwar Saga  #1-2),Raymond E. Feist,4.31 avg rating — 67 157 ratings
951,Point of Retreat (Slammed  #2),Colleen Hoover (Goodreads Author),4.15 avg rating — 226 334 ratings
952,The Communist Manifesto,Karl Marx,3.65 avg rating — 162 301 ratings
953,Lust for Life,Irving Stone,4.25 avg rating — 28 678 ratings
954,The Absolutely True Diary of a Part-Time Indian,Sherman Alexie,4.07 avg rating — 268 279 ratings
955,The Kitchen God's Wife,Amy Tan (Goodreads Author),4.03 avg rating — 84 086 ratings
956,Needful Things,Stephen King (Goodreads Author),3.97 avg rating — 249 812 ratings
957,Journey to the Center of the Earth,Jules Verne,3.85 avg rating — 197 745 ratings
958,Heartstopper: Volume Three (Heartstopper  #3),Alice Oseman (Goodreads Author),4.58 avg rating — 419 057 ratings
959,Illuminae (The Illuminae Files  #1),Amie Kaufman (Goodreads Author),4.24 avg rating — 150 886 ratings
960,Alias Grace,Margaret Atwood (Goodreads Author),4.04 avg rating — 142 335 ratings
961,Giovanni’s Room,James Baldwin,4.32 avg rating — 148 499 ratings
962,Invisible Cities,Italo Calvino,4.12 avg rating — 82 542 ratings
963,Good Girl  Bad Blood (A Good Girl's Guide to Murder  #2),Holly  Jackson (Goodreads Author),4.31 avg rating — 421 835 ratings
964,Project Hail Mary,Andy Weir (Goodreads Author),4.51 avg rating — 534 427 ratings
965,Storm Front (The Dresden Files  #1),Jim Butcher (Goodreads Author),3.98 avg rating — 348 889 ratings
966,The Crying of Lot 49,Thomas Pynchon,3.69 avg rating — 85 986 ratings
967,The Indigo Spell (Bloodlines  #3),Richelle Mead (Goodreads Author),4.36 avg rating — 102 828 ratings
968,The Iron Queen (The Iron Fey  #3),Julie Kagawa (Goodreads Author),4.20 avg rating — 106 285 ratings
969,Pericles and Aspasia: A Story of Ancient Greece,Yvonne Korshak (Goodreads Author),4.31 avg rating — 6 217 ratings
970,Maus I: Un Survivant Raconte: Mon Père Saigne L'histoire,Art Spiegelman,4.38 avg rating — 330 022 ratings
971,The Tale of Despereaux,Kate DiCamillo (Goodreads Author),4.07 avg rating — 197 327 ratings
972,Memnoch the Devil (The Vampire Chronicles  #5),Anne Rice,3.76 avg rating — 81 733 ratings
973,Till We Have Faces,C.S. Lewis,4.18 avg rating — 69 377 ratings
974,Gödel  Escher  Bach: An Eternal Golden Braid,Douglas R. Hofstadter,4.29 avg rating — 49 133 ratings
975,A River Runs Through It and Other Stories,Norman Maclean,4.18 avg rating — 27 020 ratings
976,The Winds of War (The Henry Family  #1),Herman Wouk,4.37 avg rating — 56 957 ratings
977,Lunar Park,Bret Easton Ellis,3.65 avg rating — 28 669 ratings
978,Ubik,Philip K. Dick,4.11 avg rating — 106 845 ratings
979,Go  Dog. Go!,P.D. Eastman,4.14 avg rating — 91 324 ratings
980,Jaws (Jaws  #1),Peter Benchley,3.96 avg rating — 161 583 ratings
981,Tropic of Cancer (Tropic  #1),Henry Miller,3.67 avg rating — 71 923 ratings
982,Across the Universe (Across the Universe  #1),Beth Revis (Goodreads Author),3.77 avg rating — 117 876 ratings
983,The Tin Drum,Günter Grass,3.95 avg rating — 43 842 ratings
984,Matching Configurations (Quantum Roots  #3),Kyle Keyes (Goodreads Author),4.30 avg rating — 7 454 ratings
985,Nightshade (Nightshade  #1; Nightshade World  #4),Andrea Cremer (Goodreads Author),4.01 avg rating — 83 383 ratings
986,Brave New World / Brave New World Revisited,Aldous Huxley,4.16 avg rating — 164 062 ratings
987,The Stinky Cheese Man and Other Fairly Stupid Tales,Jon Scieszka,4.20 avg rating — 94 897 ratings
988,A Scanner Darkly,Philip K. Dick,4.02 avg rating — 101 346 ratings
989,Going Postal (Discworld  #33; Moist von Lipwig  #1),Terry Pratchett,4.40 avg rating — 122 851 ratings
990,Outliers: The Story of Success,Malcolm Gladwell,4.19 avg rating — 776 475 ratings
991,The Forty Rules of Love,Elif Shafak (Goodreads Author),4.13 avg rating — 174 594 ratings
992,Rules of Attraction (Perfect Chemistry  #2),Simone Elkeles (Goodreads Author),4.18 avg rating — 87 801 ratings
993,To Live and Die in Fantasyland (To Live  #3),Ben Peller (Goodreads Author),4.34 avg rating — 103 ratings
994,The Color of Water: A Black Man's Tribute to His White Mother,James   McBride (Goodreads Author),4.12 avg rating — 122 177 ratings
995,Cry Wolf (Alpha & Omega  #1),Patricia Briggs,4.12 avg rating — 102 669 ratings
996,Chronicle of a Death Foretold,Gabriel García Márquez,3.97 avg rating — 189 149 ratings
997,A Town Like Alice,Nevil Shute,4.15 avg rating — 57 676 ratings
998,Scavenger Hunt,Chad Boudreaux (Goodreads Author),4.31 avg rating — 6 115 ratings
999,The Valley of Horses (Earth's Children  #2),Jean M. Auel,4.02 avg rating — 88 866 ratings
1000,Practical Magic (Practical Magic  #1),Alice Hoffman (Goodreads Author),3.73 avg rating — 131 078 ratings
1001,The Spy Who Came In from the Cold (George Smiley  #3),John le Carré,4.08 avg rating — 108 786 ratings
1002,The Throne of Fire (The Kane Chronicles  #2),Rick Riordan (Goodreads Author),4.19 avg rating — 206 389 ratings
1003,Evernight (Evernight  #1),Claudia Gray (Goodreads Author),3.65 avg rating — 80 402 ratings
1004,Life  the Universe and Everything (The Hitchhiker's Guide to the Galaxy  #3),Douglas Adams,4.18 avg rating — 231 277 ratings
1005,Eleanor Oliphant Is Completely Fine,Gail Honeyman,4.24 avg rating — 1 202 673 ratings
1006,The Day of the Triffids,John Wyndham,4.01 avg rating — 106 762 ratings
1007,The Blade Itself (The First Law  #1),Joe Abercrombie,4.21 avg rating — 240 782 ratings
1008,Twenty Love Poems and a Song of Despair,Pablo Neruda,4.22 avg rating — 71 317 ratings
1009,For One More Day,Mitch Albom (Goodreads Author),4.12 avg rating — 147 041 ratings
1010,The Illustrated Man,Ray Bradbury,4.13 avg rating — 97 389 ratings
1011,Tales of H.P. Lovecraft,H.P. Lovecraft,4.23 avg rating — 9 331 ratings
1012,Empire Falls,Richard Russo (Goodreads Author),3.94 avg rating — 121 460 ratings
1013,School's Out—Forever (Maximum Ride  #2),James Patterson (Goodreads Author),4.14 avg rating — 120 630 ratings
1014,Heartstopper: Volume Two (Heartstopper  #2),Alice Oseman (Goodreads Author),4.55 avg rating — 474 040 ratings
1015,Awakened (House of Night  #8),P.C. Cast (Goodreads Author),really liked it 4.00 avg rating — 137 443 ratings
1016,The Pelican Brief,John Grisham (Goodreads Author),4.05 avg rating — 428 094 ratings
1017,On Dublin Street (On Dublin Street  #1),Samantha Young (Goodreads Author),4.16 avg rating — 197 529 ratings
1018,Saving the World and Other Extreme Sports (Maximum Ride  #3),James Patterson (Goodreads Author),4.14 avg rating — 93 926 ratings
1019,Fall on Your Knees,Ann-Marie MacDonald,3.97 avg rating — 65 992 ratings
1020,Bloodfever (Fever  #2),Karen Marie Moning (Goodreads Author),4.25 avg rating — 107 998 ratings
1021,The Iron Daughter (The Iron Fey  #2),Julie Kagawa (Goodreads Author),4.07 avg rating — 126 485 ratings
1022,Origin (Lux  #4),Jennifer L. Armentrout (Goodreads Author),4.33 avg rating — 111 947 ratings
1023,Fall of Giants (The Century Trilogy  #1),Ken Follett (Goodreads Author),4.31 avg rating — 320 908 ratings
1024,Before I Go to Sleep,S.J. Watson (Goodreads Author),3.90 avg rating — 337 235 ratings
1025,Pretty Little Liars (Pretty Little Liars  #1),Sara Shepard (Goodreads Author),3.85 avg rating — 202 876 ratings
1026,Solaris,Stanis_aw Lem,3.99 avg rating — 105 244 ratings
1027,Black Fire,William Kely McClung (Goodreads Author),4.30 avg rating — 5 897 ratings
1028,Notes from Underground,Fyodor Dostoevsky,4.18 avg rating — 154 801 ratings
1029,Out of My Mind (The Out of My Mind Series),Sharon M. Draper (Goodreads Author),4.36 avg rating — 158 320 ratings
1030,Year of Wonders,Geraldine Brooks (Goodreads Author),4.01 avg rating — 161 008 ratings
1031,Les Fleurs du Mal,Charles Baudelaire,4.20 avg rating — 70 393 ratings
1032,This Present Darkness (Darkness  #1),Frank E. Peretti,4.24 avg rating — 106 897 ratings
1033,The Angel's Game (The Cemetery of Forgotten Books  #2),Carlos Ruiz Zafón,3.99 avg rating — 160 286 ratings
1034,The Priory of the Orange Tree (The Roots of Chaos  #1),Samantha    Shannon (Goodreads Author),4.21 avg rating — 191 610 ratings
1035,Half-Blood (Covenant  #1),Jennifer L. Armentrout (Goodreads Author),4.10 avg rating — 102 505 ratings
1036,No Longer Human,Osamu Dazai,4.01 avg rating — 148 552 ratings
1037,Counter Identity (Remmich/Miller  #2),Karl Braungart (Goodreads Author),4.31 avg rating — 5 776 ratings
1038,The False Prince (Ascendance  #1),Jennifer A. Nielsen (Goodreads Author),4.23 avg rating — 94 998 ratings
1039,I'm Just Saying: The Art of Civil Discourse: A Guide to Maintaining Courteous Communication in an Increasingly Divided World,Milan Kordestani (Goodreads Author),4.27 avg rating — 7 890 ratings
1040,Blue Moon (The Immortals  #2),Alyson Noel (Goodreads Author),3.61 avg rating — 96 468 ratings
1041,The Dragon Reborn (The Wheel of Time #3),Robert Jordan,4.27 avg rating — 285 962 ratings
1042,The Red and the Black,Stendhal,3.87 avg rating — 74 178 ratings
1043,The Way of Shadows (Night Angel  #1),Brent Weeks (Goodreads Author),4.15 avg rating — 167 174 ratings
1044,Skagboys (Mark Renton  #1),Irvine Welsh,4.04 avg rating — 16 299 ratings
1045,Mother Night,Kurt Vonnegut Jr.,4.22 avg rating — 93 887 ratings
1046,Stones from the River (Burgdorf Cycle  #1),Ursula Hegi,4.09 avg rating — 95 309 ratings
1047,Girl  Interrupted,Susanna Kaysen,3.93 avg rating — 240 218 ratings
1048,milk and honey,Rupi Kaur (Goodreads Author),3.98 avg rating — 719 484 ratings
1049,Anne of the Island (Anne of Green Gables  #3),L.M. Montgomery,4.27 avg rating — 171 522 ratings
1050,The Celestine Prophecy (Celestine Prophecy  #1),James Redfield,3.71 avg rating — 113 513 ratings
1051,When Breath Becomes Air,Paul Kalanithi,4.40 avg rating — 653 414 ratings
1052,As Good As Dead (A Good Girl's Guide to Murder  #3),Holly  Jackson (Goodreads Author),4.21 avg rating — 288 370 ratings
1053,The Rescue,Nicholas Sparks (Goodreads Author),4.12 avg rating — 200 965 ratings
1054,The Raven and Other Poems,Edgar Allan Poe,4.30 avg rating — 44 761 ratings
1055,The Time Quartet Box Set (Time Quartet  #1-4),Madeleine L'Engle,4.35 avg rating — 11 212 ratings
1056,Switched (Trylle  #1),Amanda Hocking (Goodreads Author),3.87 avg rating — 99 721 ratings
1057,Quo Vadis,Henryk Sienkiewicz,4.01 avg rating — 37 384 ratings
1058,The Tenant of Wildfell Hall,Anne Brontë,4.01 avg rating — 114 314 ratings
1059,A Dirty Job (Grim Reaper  #1),Christopher Moore (Goodreads Author),4.03 avg rating — 118 562 ratings
1060,Reminders of Him,Colleen Hoover (Goodreads Author),4.39 avg rating — 1 139 801 ratings
1061,Better than the Movies (Better than the Movies  #1),Lynn Painter (Goodreads Author),4.29 avg rating — 312 921 ratings
1062,Fallen Too Far (Rosemary Beach  #1; Too Far  #1),Abbi Glines (Goodreads Author),4.15 avg rating — 171 801 ratings
1063,The Dream Thieves (The Raven Cycle  #2),Maggie Stiefvater (Goodreads Author),4.22 avg rating — 198 652 ratings
1064,Kushiel's Dart (Phèdre's Trilogy  #1),Jacqueline Carey (Goodreads Author),4.02 avg rating — 79 778 ratings
1065,Naked in Death (In Death  #1),J.D. Robb (Goodreads Author),4.13 avg rating — 191 409 ratings
1066,Inkspell (Inkworld  #2),Cornelia Funke (Goodreads Author),3.94 avg rating — 126 482 ratings
1067,The Decameron,Giovanni Boccaccio,3.88 avg rating — 39 733 ratings
1068,The Winter King (The Warlord Chronicles  #1),Bernard Cornwell (Goodreads Author),4.26 avg rating — 48 243 ratings
1069,The Tale of Genji,Murasaki Shikibu,3.72 avg rating — 13 206 ratings
1070,Cujo,Stephen King (Goodreads Author),3.78 avg rating — 281 839 ratings
1071,Hearts in Atlantis,Stephen King (Goodreads Author),3.85 avg rating — 95 135 ratings
1072,City of Thieves,David Benioff,4.29 avg rating — 148 431 ratings
1073,The Selfish Gene,Richard Dawkins (Goodreads Author),4.15 avg rating — 176 787 ratings
1074,Magic Bites (Kate Daniels  #1),Ilona Andrews (Goodreads Author),4.06 avg rating — 124 634 ratings
1075,Guards! Guards! (Discworld  #8; City Watch  #1),Terry Pratchett,4.34 avg rating — 205 195 ratings
1076,The Choice,Nicholas Sparks (Goodreads Author),4.01 avg rating — 182 353 ratings
1077,Harriet the Spy,Louise Fitzhugh,3.95 avg rating — 99 294 ratings
,_______,____ ____ _____ _____,4.61 avg rating — 421 ratings
1079,Garden Spells (Waverley Family  #1),Sarah Addison Allen (Goodreads Author),4.06 avg rating — 100 168 ratings
1080,The Beekeeper's Apprentice (Mary Russell and Sherlock Holmes  #1),Laurie R. King (Goodreads Author),4.05 avg rating — 82 463 ratings
1081,Fifty Shades Trilogy (Fifty Shades  #1-3),E.L. James (Goodreads Author),4.11 avg rating — 126 664 ratings
1082,Destined for an Early Grave (Night Huntress  #4),Jeaniene Frost (Goodreads Author),4.32 avg rating — 84 874 ratings
1083,On the Jellicoe Road,Melina Marchetta (Goodreads Author),4.12 avg rating — 50 305 ratings
1084,November 9,Colleen Hoover (Goodreads Author),4.15 avg rating — 1 038 511 ratings
1085,Mere Christianity,C.S. Lewis,4.35 avg rating — 405 784 ratings
,_______,____ ____ _____ _____,4.73 avg rating — 417 ratings
1087,Forever (The Wolves of Mercy Falls  #3),Maggie Stiefvater (Goodreads Author),3.89 avg rating — 123 408 ratings
,_____,____ ____ _____ _____,4.60 avg rating — 420 ratings
1089,The Archon of Peace (Sovereign  #1),Juddy Anderson C. Punzalan (Goodreads Author),4.56 avg rating — 376 ratings
1090,Hawaii,James A. Michener,4.21 avg rating — 78 409 ratings
1091,The Satanic Verses,Salman Rushdie,3.71 avg rating — 65 142 ratings
1092,The Evolution of Mara Dyer (Mara Dyer  #2),Michelle Hodkin (Goodreads Author),4.25 avg rating — 97 995 ratings
1093,The Complete Anne of Green Gables (Anne of Green Gables  #1-8),L.M. Montgomery,4.45 avg rating — 104 928 ratings
1094,Nights in Rodanthe,Nicholas Sparks (Goodreads Author),3.85 avg rating — 171 606 ratings
1095,Burned Out,Dean Mafako (Goodreads Author),4.30 avg rating — 6 031 ratings
1096,Batman: The Dark Knight Returns,Frank Miller,4.26 avg rating — 185 519 ratings
1097,Brainwalker,Robyn Mundell (Goodreads Author),4.33 avg rating — 10 081 ratings
1098,Exotic Neurotic,Kenneth Jarrett Singleton,3.69 avg rating — 2 436 ratings
1099,The Alchemyst (The Secrets of the Immortal Nicholas Flamel  #1),Michael Scott (Goodreads Author),3.86 avg rating — 159 308 ratings
1100,The End of the Affair,Graham Greene,3.90 avg rating — 64 017 ratings
1101,Diary of a Wimpy Kid (Diary of a Wimpy Kid  #1),Jeff Kinney (Goodreads Author),3.98 avg rating — 686 430 ratings
1102,The Quiet American,Graham Greene,3.97 avg rating — 62 617 ratings
1103,A New Earth: Awakening to Your Life's Purpose,Eckhart Tolle,4.15 avg rating — 198 967 ratings
1104,The Red Badge of Courage - Annotated [Enriched Classics],Stephen Crane,3.28 avg rating — 94 410 ratings
1105,Hopscotch,Julio Cortázar,4.21 avg rating — 42 080 ratings
1106,The Silver Linings Playbook,Matthew Quick (Goodreads Author),3.98 avg rating — 158 421 ratings
